[2024-07-24 16:04:13] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0490, Current candle evolution: 0.18%
[2024-07-24 16:06:47] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3099, Current candle evolution: -0.51%

[2024-07-24 16:06:47] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:47] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:48] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66116.2500, Current candle evolution: -0.23%

[2024-07-24 16:06:48] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3693, Current candle evolution: -0.30%

[2024-07-24 16:06:48] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4904, Current candle evolution: -0.43%

[2024-07-24 16:06:48] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5405, Current candle evolution: -0.41%

[2024-07-24 16:06:48] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:06:48] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3099, Current candle evolution: -0.51%

[2024-07-24 16:06:48] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:48] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:06:48] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:49] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:49] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:49] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3693, Current candle evolution: -0.30%

[2024-07-24 16:06:49] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66108.0100, Current candle evolution: -0.24%

[2024-07-24 16:06:49] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4902, Current candle evolution: -0.47%

[2024-07-24 16:06:50] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5405, Current candle evolution: -0.41%

[2024-07-24 16:06:50] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:06:50] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3098, Current candle evolution: -0.55%

[2024-07-24 16:06:50] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:50] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:06:50] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:50] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:50] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9830, Current candle evolution: -0.35%

[2024-07-24 16:06:51] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3693, Current candle evolution: -0.30%

[2024-07-24 16:06:51] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4901, Current candle evolution: -0.49%

[2024-07-24 16:06:51] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66100.9200, Current candle evolution: -0.26%

[2024-07-24 16:06:51] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:51] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:06:51] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:51] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3098, Current candle evolution: -0.55%

[2024-07-24 16:06:51] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:06:51] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:06:52] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9830, Current candle evolution: -0.35%

[2024-07-24 16:06:52] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:52] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3693, Current candle evolution: -0.30%

[2024-07-24 16:06:52] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66096.0100, Current candle evolution: -0.26%

[2024-07-24 16:06:52] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4899, Current candle evolution: -0.53%

[2024-07-24 16:06:53] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:06:53] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:06:53] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3096, Current candle evolution: -0.61%

[2024-07-24 16:06:53] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:53] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:53] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:06:53] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9830, Current candle evolution: -0.35%

[2024-07-24 16:06:53] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:54] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66092.0100, Current candle evolution: -0.27%

[2024-07-24 16:06:54] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3693, Current candle evolution: -0.30%

[2024-07-24 16:06:54] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4899, Current candle evolution: -0.53%

[2024-07-24 16:06:54] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:06:54] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:06:54] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3096, Current candle evolution: -0.61%

[2024-07-24 16:06:54] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:06:54] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:55] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:55] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:55] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9830, Current candle evolution: -0.35%

[2024-07-24 16:06:55] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66092.0100, Current candle evolution: -0.27%

[2024-07-24 16:06:55] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4899, Current candle evolution: -0.53%

[2024-07-24 16:06:55] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3693, Current candle evolution: -0.30%

[2024-07-24 16:06:56] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:06:56] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:06:56] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3096, Current candle evolution: -0.61%

[2024-07-24 16:06:56] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:56] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5399, Current candle evolution: -0.52%

[2024-07-24 16:06:56] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9830, Current candle evolution: -0.35%

[2024-07-24 16:06:56] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:56] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:06:57] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4898, Current candle evolution: -0.55%

[2024-07-24 16:06:57] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66079.4900, Current candle evolution: -0.29%

[2024-07-24 16:06:57] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3693, Current candle evolution: -0.30%

[2024-07-24 16:06:57] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3095, Current candle evolution: -0.64%

[2024-07-24 16:06:57] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5397, Current candle evolution: -0.55%

[2024-07-24 16:06:57] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:06:57] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:06:57] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:06:58] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:06:58] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:06:58] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:58] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3691, Current candle evolution: -0.35%

[2024-07-24 16:06:58] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66074.0100, Current candle evolution: -0.30%

[2024-07-24 16:06:58] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4897, Current candle evolution: -0.57%

[2024-07-24 16:06:59] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:06:59] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3095, Current candle evolution: -0.64%

[2024-07-24 16:06:59] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5397, Current candle evolution: -0.55%

[2024-07-24 16:06:59] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:06:59] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:06:59] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:06:59] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:59] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:00] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66072.0100, Current candle evolution: -0.30%

[2024-07-24 16:07:00] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3692, Current candle evolution: -0.32%

[2024-07-24 16:07:00] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4896, Current candle evolution: -0.59%

[2024-07-24 16:07:00] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:07:00] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:00] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5398, Current candle evolution: -0.53%

[2024-07-24 16:07:00] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3095, Current candle evolution: -0.64%

[2024-07-24 16:07:00] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:00] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:00] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:01] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:01] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:01] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66050.0000, Current candle evolution: -0.33%

[2024-07-24 16:07:01] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3692, Current candle evolution: -0.32%

[2024-07-24 16:07:01] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4897, Current candle evolution: -0.57%

[2024-07-24 16:07:01] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:01] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5397, Current candle evolution: -0.55%

[2024-07-24 16:07:01] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:01] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3093, Current candle evolution: -0.71%

[2024-07-24 16:07:01] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:02] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:02] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:02] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4897, Current candle evolution: -0.57%

[2024-07-24 16:07:02] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3692, Current candle evolution: -0.32%

[2024-07-24 16:07:02] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:02] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:02] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:02] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66050.0000, Current candle evolution: -0.33%

[2024-07-24 16:07:03] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:03] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:03] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:03] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5400, Current candle evolution: -0.50%

[2024-07-24 16:07:03] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3093, Current candle evolution: -0.71%

[2024-07-24 16:07:03] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:04] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:04] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:04] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66050.0000, Current candle evolution: -0.33%

[2024-07-24 16:07:04] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4897, Current candle evolution: -0.57%

[2024-07-24 16:07:04] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:04] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:04] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3692, Current candle evolution: -0.32%

[2024-07-24 16:07:04] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5399, Current candle evolution: -0.52%

[2024-07-24 16:07:04] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3230, Current candle evolution: -0.26%

[2024-07-24 16:07:04] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3093, Current candle evolution: -0.71%

[2024-07-24 16:07:04] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:04] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:05] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:05] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:05] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:05] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4897, Current candle evolution: -0.57%

[2024-07-24 16:07:05] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:05] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66044.0100, Current candle evolution: -0.34%

[2024-07-24 16:07:05] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:05] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3692, Current candle evolution: -0.32%

[2024-07-24 16:07:06] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:06] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3093, Current candle evolution: -0.71%

[2024-07-24 16:07:06] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:06] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3230, Current candle evolution: -0.26%

[2024-07-24 16:07:06] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5399, Current candle evolution: -0.52%

[2024-07-24 16:07:06] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:07] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:07] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:07] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3692, Current candle evolution: -0.32%

[2024-07-24 16:07:07] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:07] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4897, Current candle evolution: -0.57%

[2024-07-24 16:07:07] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66068.0000, Current candle evolution: -0.30%

[2024-07-24 16:07:07] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:07] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:07] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5400, Current candle evolution: -0.50%

[2024-07-24 16:07:07] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:07] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:07:07] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3230, Current candle evolution: -0.26%

[2024-07-24 16:07:08] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:08] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3691, Current candle evolution: -0.35%

[2024-07-24 16:07:08] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66068.0000, Current candle evolution: -0.30%

[2024-07-24 16:07:08] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4898, Current candle evolution: -0.55%

[2024-07-24 16:07:08] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:08] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:08] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:08] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:09] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:09] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:09] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3230, Current candle evolution: -0.26%

[2024-07-24 16:07:09] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3091, Current candle evolution: -0.77%

[2024-07-24 16:07:09] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5399, Current candle evolution: -0.52%

[2024-07-24 16:07:09] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:10] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:10] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66054.9900, Current candle evolution: -0.32%

[2024-07-24 16:07:10] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:07:10] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:10] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:10] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3691, Current candle evolution: -0.35%

[2024-07-24 16:07:10] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4898, Current candle evolution: -0.55%

[2024-07-24 16:07:10] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:07:10] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:10] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.33%

[2024-07-24 16:07:10] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3090, Current candle evolution: -0.80%

[2024-07-24 16:07:10] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3230, Current candle evolution: -0.26%

[2024-07-24 16:07:11] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:11] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4898, Current candle evolution: -0.55%

[2024-07-24 16:07:11] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:11] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3691, Current candle evolution: -0.35%

[2024-07-24 16:07:11] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

